track_se_1,ele,time,X,Y,Z,M
"4154",611.2000122100,2021/10/07 16:32:30.000,-3.7430894841,40.4313026090,611.2000122100,0.0000000000
"4155",611.5999755900,2021/10/07 16:32:33.000,-3.7431893125,40.4313377290,611.5999755900,0.0000000000
"4156",612.2000122100,2021/10/07 16:32:38.000,-3.7433362473,40.4314026050,612.2000122100,0.0000000000
"4157",613.0000000000,2021/10/07 16:32:43.000,-3.7434646580,40.4314878490,613.0000000000,0.0000000000
"4158",613.0000000000,2021/10/07 16:32:44.000,-3.7434895523,40.4315054510,613.0000000000,0.0000000000
"4159",613.0000000000,2021/10/07 16:32:45.000,-3.7435146980,40.4315230530,613.0000000000,0.0000000000
"4160",613.2000122100,2021/10/07 16:32:46.000,-3.7435411848,40.4315421640,613.2000122100,0.0000000000
"4161",613.2000122100,2021/10/07 16:32:47.000,-3.7435668334,40.4315601850,613.2000122100,0.0000000000
"4162",613.4000244100,2021/10/07 16:32:48.000,-3.7435908895,40.4315790440,613.4000244100,0.0000000000
"4163",613.4000244100,2021/10/07 16:32:49.000,-3.7436147779,40.4315963950,613.4000244100,0.0000000000
"4164",613.4000244100,2021/10/07 16:32:50.000,-3.7436364871,40.4316104760,613.4000244100,0.0000000000
"4165",613.7999877900,2021/10/07 16:32:51.000,-3.7436651532,40.4316254800,613.7999877900,0.0000000000
"4166",613.7999877900,2021/10/07 16:32:52.000,-3.7437001895,40.4316434170,613.7999877900,0.0000000000
"4167",614.0000000000,2021/10/07 16:32:53.000,-3.7437305320,40.4316575830,614.0000000000,0.0000000000
"4168",614.2000122100,2021/10/07 16:32:54.000,-3.7437612098,40.4316721670,614.2000122100,0.0000000000
"4169",614.2000122100,2021/10/07 16:32:55.000,-3.7437862717,40.4316799620,614.2000122100,0.0000000000
"4170",614.2000122100,2021/10/07 16:32:56.000,-3.7438235711,40.4316942110,614.2000122100,0.0000000000
"4171",614.2000122100,2021/10/07 16:32:57.000,-3.7438555900,40.4317053590,614.2000122100,0.0000000000
"4172",614.5999755900,2021/10/07 16:32:58.000,-3.7438885309,40.4317154180,614.5999755900,0.0000000000
"4173",614.7999877900,2021/10/07 16:32:59.000,-3.7439218909,40.4317227940,614.7999877900,0.0000000000
"4174",614.7999877900,2021/10/07 16:33:00.000,-3.7439531554,40.4317336900,614.7999877900,0.0000000000
"4175",614.7999877900,2021/10/07 16:33:01.000,-3.7439850066,40.4317429940,614.7999877900,0.0000000000
"4176",615.0000000000,2021/10/07 16:33:02.000,-3.7440186180,40.4317524660,615.0000000000,0.0000000000
"4177",615.2000122100,2021/10/07 16:33:03.000,-3.7440509722,40.4317611830,615.2000122100,0.0000000000
"4178",615.2000122100,2021/10/07 16:33:04.000,-3.7440839130,40.4317714090,615.2000122100,0.0000000000
"4179",615.4000244100,2021/10/07 16:33:05.000,-3.7440839130,40.4317714090,615.4000244100,0.0000000000
"4180",615.4000244100,2021/10/07 16:33:06.000,-3.7441539858,40.4317904360,615.4000244100,0.0000000000
"4181",615.5999755900,2021/10/07 16:33:07.000,-3.7441894412,40.4317989010,615.5999755900,0.0000000000
"4182",615.5999755900,2021/10/07 16:33:08.000,-3.7442210410,40.4318077020,615.5999755900,0.0000000000
"4183",615.5999755900,2021/10/07 16:33:09.000,-3.7442490365,40.4318176770,615.5999755900,0.0000000000
"4184",615.7999877900,2021/10/07 16:33:10.000,-3.7442910299,40.4318254720,615.7999877900,0.0000000000
"4185",616.0000000000,2021/10/07 16:33:11.000,-3.7443240546,40.4318376260,616.0000000000,0.0000000000
"4186",616.0000000000,2021/10/07 16:33:12.000,-3.7443552352,40.4318527970,616.0000000000,0.0000000000
"4187",616.2000122100,2021/10/07 16:33:13.000,-3.7443870027,40.4318640290,616.2000122100,0.0000000000
"4188",616.4000244100,2021/10/07 16:33:14.000,-3.7444223743,40.4318723270,616.4000244100,0.0000000000
"4189",616.4000244100,2021/10/07 16:33:15.000,-3.7444223743,40.4318723270,616.4000244100,0.0000000000
"4190",616.5999755900,2021/10/07 16:33:16.000,-3.7444841489,40.4318911020,616.5999755900,0.0000000000
"4191",616.5999755900,2021/10/07 16:33:17.000,-3.7445169222,40.4319030880,616.5999755900,0.0000000000
"4192",616.5999755900,2021/10/07 16:33:18.000,-3.7445475999,40.4319131470,616.5999755900,0.0000000000
"4193",616.5999755900,2021/10/07 16:33:19.000,-3.7445798703,40.4319227020,616.5999755900,0.0000000000
"4194",616.7999877900,2021/10/07 16:33:20.000,-3.7446089555,40.4319398850,616.7999877900,0.0000000000
"4195",616.7999877900,2021/10/07 16:33:21.000,-3.7446374539,40.4319579060,616.7999877900,0.0000000000
"4196",616.7999877900,2021/10/07 16:33:22.000,-3.7446676288,40.4319727420,616.7999877900,0.0000000000
"4197",617.0000000000,2021/10/07 16:33:23.000,-3.7446962111,40.4319880810,617.0000000000,0.0000000000
"4198",617.2000122100,2021/10/07 16:33:24.000,-3.7447240390,40.4320024140,617.2000122100,0.0000000000
"4199",617.2000122100,2021/10/07 16:33:25.000,-3.7447523698,40.4320187590,617.2000122100,0.0000000000
"4200",617.2000122100,2021/10/07 16:33:26.000,-3.7447808683,40.4320349360,617.2000122100,0.0000000000
"4201",617.4000244100,2021/10/07 16:33:27.000,-3.7448108755,40.4320491010,617.4000244100,0.0000000000
"4202",617.7999877900,2021/10/07 16:33:33.000,-3.7449843809,40.4321475890,617.7999877900,0.0000000000
"4203",618.2000122100,2021/10/07 16:33:37.000,-3.7451033201,40.4321990530,618.2000122100,0.0000000000
"4204",618.4000244100,2021/10/07 16:33:39.000,-3.7451642565,40.4322249540,618.4000244100,0.0000000000
"4205",618.4000244100,2021/10/07 16:33:40.000,-3.7451905757,40.4322365210,618.4000244100,0.0000000000
"4206",618.4000244100,2021/10/07 16:33:41.000,-3.7452193256,40.4322509370,618.4000244100,0.0000000000
"4207",617.2000122100,2021/10/07 16:33:42.000,-3.7452483270,40.4322651030,617.2000122100,0.0000000000
"4208",617.2000122100,2021/10/07 16:33:44.000,-3.7453079224,40.4322896620,617.2000122100,0.0000000000
"4209",617.2000122100,2021/10/07 16:33:45.000,-3.7453373428,40.4323008100,617.2000122100,0.0000000000
"4210",617.5999755900,2021/10/07 16:33:50.000,-3.7454982754,40.4323540350,617.5999755900,0.0000000000
"4211",618.0000000000,2021/10/07 16:33:57.000,-3.7457327172,40.4324418770,618.0000000000,0.0000000000
"4212",618.2000122100,2021/10/07 16:34:03.000,-3.7459191307,40.4325251090,618.2000122100,0.0000000000
"4213",618.2000122100,2021/10/07 16:34:04.000,-3.7459468748,40.4325409510,618.2000122100,0.0000000000
"4214",618.2000122100,2021/10/07 16:34:05.000,-3.7459739484,40.4325558710,618.2000122100,0.0000000000
"4215",618.2000122100,2021/10/07 16:34:06.000,-3.7460026983,40.4325707910,618.2000122100,0.0000000000
"4216",618.2000122100,2021/10/07 16:34:07.000,-3.7460330408,40.4325851240,618.2000122100,0.0000000000
"4217",618.5999755900,2021/10/07 16:34:09.000,-3.7460940611,40.4326167240,618.5999755900,0.0000000000
"4218",619.2000122100,2021/10/07 16:34:18.000,-3.7463775370,40.4327473140,619.2000122100,0.0000000000
"4219",619.4000244100,2021/10/07 16:34:20.000,-3.7464404013,40.4327645800,619.4000244100,0.0000000000
"4220",619.5999755900,2021/10/07 16:34:21.000,-3.7464745156,40.4327701130,619.5999755900,0.0000000000
"4221",619.5999755900,2021/10/07 16:34:22.000,-3.7465073727,40.4327774050,619.5999755900,0.0000000000
"4222",619.7999877900,2021/10/07 16:34:23.000,-3.7465424091,40.4327826020,619.7999877900,0.0000000000
"4223",620.2000122100,2021/10/07 16:34:26.000,-3.7466472667,40.4327880500,620.2000122100,0.0000000000
"4224",620.5999755900,2021/10/07 16:34:29.000,-3.7467488553,40.4327809250,620.5999755900,0.0000000000
"4225",621.5999755900,2021/10/07 16:34:34.000,-3.7469199300,40.4327634910,621.5999755900,0.0000000000
"4226",621.5999755900,2021/10/07 16:34:35.000,-3.7469537091,40.4327614790,621.5999755900,0.0000000000
"4227",621.7999877900,2021/10/07 16:34:36.000,-3.7469900027,40.4327599700,621.7999877900,0.0000000000
"4228",621.7999877900,2021/10/07 16:34:37.000,-3.7469900027,40.4327599700,621.7999877900,0.0000000000
"4229",622.0000000000,2021/10/07 16:34:38.000,-3.7470664456,40.4327561150,622.0000000000,0.0000000000
"4230",622.0000000000,2021/10/07 16:34:39.000,-3.7471066788,40.4327563660,622.0000000000,0.0000000000
"4231",622.0000000000,2021/10/07 16:34:40.000,-3.7471396197,40.4327575400,622.0000000000,0.0000000000
"4232",622.0000000000,2021/10/07 16:34:41.000,-3.7471846305,40.4327634070,622.0000000000,0.0000000000
"4233",622.0000000000,2021/10/07 16:34:42.000,-3.7472232711,40.4327702800,622.0000000000,0.0000000000
"4234",622.2000122100,2021/10/07 16:34:43.000,-3.7472640909,40.4327774890,622.2000122100,0.0000000000
"4235",622.2000122100,2021/10/07 16:34:44.000,-3.7473091856,40.4327845290,622.2000122100,0.0000000000
"4236",622.4000244100,2021/10/07 16:34:45.000,-3.7473512627,40.4327933300,622.4000244100,0.0000000000
"4237",622.4000244100,2021/10/07 16:34:46.000,-3.7473980337,40.4328010420,622.4000244100,0.0000000000
"4238",622.5999755900,2021/10/07 16:34:47.000,-3.7474457268,40.4328100100,622.5999755900,0.0000000000
"4239",622.5999755900,2021/10/07 16:34:48.000,-3.7474934198,40.4328186440,622.5999755900,0.0000000000
"4240",622.7999877900,2021/10/07 16:34:49.000,-3.7475394364,40.4328274450,622.7999877900,0.0000000000
"4241",622.7999877900,2021/10/07 16:34:50.000,-3.7475820165,40.4328386760,622.7999877900,0.0000000000
"4242",622.7999877900,2021/10/07 16:34:51.000,-3.7476246804,40.4328499080,622.7999877900,0.0000000000
"4243",622.7999877900,2021/10/07 16:34:52.000,-3.7476246804,40.4328499080,622.7999877900,0.0000000000
"4244",623.0000000000,2021/10/07 16:34:53.000,-3.7477114331,40.4328648280,623.0000000000,0.0000000000
"4245",623.2000122100,2021/10/07 16:34:54.000,-3.7477558572,40.4328711140,623.2000122100,0.0000000000
"4246",623.2000122100,2021/10/07 16:34:55.000,-3.7477980182,40.4328789930,623.2000122100,0.0000000000
"4247",623.7999877900,2021/10/07 16:34:57.000,-3.7478817534,40.4328963440,623.7999877900,0.0000000000
"4248",623.7999877900,2021/10/07 16:34:58.000,-3.7479234114,40.4329036360,623.7999877900,0.0000000000
"4249",624.0000000000,2021/10/07 16:34:59.000,-3.7479642313,40.4329110960,624.0000000000,0.0000000000
"4250",624.0000000000,2021/10/07 16:35:00.000,-3.7480058894,40.4329198130,624.0000000000,0.0000000000
"4251",624.2000122100,2021/10/07 16:35:01.000,-3.7480482180,40.4329281110,624.2000122100,0.0000000000
"4252",624.2000122100,2021/10/07 16:35:02.000,-3.7480897922,40.4329384210,624.2000122100,0.0000000000
"4253",624.4000244100,2021/10/07 16:35:03.000,-3.7481302768,40.4329495690,624.4000244100,0.0000000000
"4254",624.5999755900,2021/10/07 16:35:04.000,-3.7481684145,40.4329606330,624.5999755900,0.0000000000
"4255",625.7999877900,2021/10/07 16:35:05.000,-3.7482067198,40.4329732060,625.7999877900,0.0000000000
"4256",625.7999877900,2021/10/07 16:35:06.000,-3.7482438516,40.4329822580,625.7999877900,0.0000000000
"4257",625.7999877900,2021/10/07 16:35:07.000,-3.7482808158,40.4329938260,625.7999877900,0.0000000000
"4258",625.7999877900,2021/10/07 16:35:08.000,-3.7483104877,40.4330079070,625.7999877900,0.0000000000
"4259",625.7999877900,2021/10/07 16:35:09.000,-3.7483439315,40.4330190550,625.7999877900,0.0000000000
"4260",625.5999755900,2021/10/07 16:35:10.000,-3.7483760342,40.4330312090,625.5999755900,0.0000000000
"4261",625.5999755900,2021/10/07 16:35:11.000,-3.7484084722,40.4330410160,625.5999755900,0.0000000000
"4262",625.5999755900,2021/10/07 16:35:12.000,-3.7484391499,40.4330489780,625.5999755900,0.0000000000
"4263",625.7999877900,2021/10/07 16:35:13.000,-3.7484693248,40.4330581150,625.7999877900,0.0000000000
"4264",625.7999877900,2021/10/07 16:35:14.000,-3.7484693248,40.4330581150,625.7999877900,0.0000000000
"4265",627.5999755900,2021/10/07 16:35:15.000,-3.7485357933,40.4330657420,627.5999755900,0.0000000000
"4266",627.5999755900,2021/10/07 16:35:16.000,-3.7485667225,40.4330708550,627.5999755900,0.0000000000
"4267",627.5999755900,2021/10/07 16:35:17.000,-3.7486018427,40.4330748790,627.5999755900,0.0000000000
"4268",627.5999755900,2021/10/07 16:35:18.000,-3.7486399803,40.4330787340,627.5999755900,0.0000000000
"4269",627.4000244100,2021/10/07 16:35:19.000,-3.7486790400,40.4330820870,627.4000244100,0.0000000000
"4270",627.4000244100,2021/10/07 16:35:20.000,-3.7487187702,40.4330872000,627.4000244100,0.0000000000
"4271",627.4000244100,2021/10/07 16:35:21.000,-3.7487618532,40.4330936540,627.4000244100,0.0000000000
"4272",627.4000244100,2021/10/07 16:35:22.000,-3.7488042656,40.4330975930,627.4000244100,0.0000000000
"4273",627.4000244100,2021/10/07 16:35:23.000,-3.7488443311,40.4330957490,627.4000244100,0.0000000000
"4274",627.7999877900,2021/10/07 16:35:24.000,-3.7488824688,40.4330950790,627.7999877900,0.0000000000
"4275",627.7999877900,2021/10/07 16:35:25.000,-3.7489216123,40.4330939890,627.7999877900,0.0000000000
"4276",628.0000000000,2021/10/07 16:35:26.000,-3.7489575706,40.4330941570,628.0000000000,0.0000000000
"4277",628.0000000000,2021/10/07 16:35:27.000,-3.7489951216,40.4330954980,628.0000000000,0.0000000000
"4278",628.0000000000,2021/10/07 16:35:28.000,-3.7490325049,40.4330943250,628.0000000000,0.0000000000
"4279",628.2000122100,2021/10/07 16:35:29.000,-3.7490687985,40.4330916420,628.2000122100,0.0000000000
"4280",628.2000122100,2021/10/07 16:35:30.000,-3.7491059303,40.4330930670,628.2000122100,0.0000000000
"4281",628.2000122100,2021/10/07 16:35:31.000,-3.7491416372,40.4330940730,628.2000122100,0.0000000000
"4282",628.5999755900,2021/10/07 16:35:32.000,-3.7491775118,40.4330945760,628.5999755900,0.0000000000
"4283",628.5999755900,2021/10/07 16:35:33.000,-3.7491775118,40.4330945760,628.5999755900,0.0000000000
"4284",628.7999877900,2021/10/07 16:35:34.000,-3.7492494285,40.4330950790,628.7999877900,0.0000000000
"4285",628.7999877900,2021/10/07 16:35:35.000,-3.7492851354,40.4330982640,628.7999877900,0.0000000000
"4286",629.0000000000,2021/10/07 16:35:36.000,-3.7493209261,40.4330990180,629.0000000000,0.0000000000
"4287",629.0000000000,2021/10/07 16:35:37.000,-3.7493578065,40.4330931510,629.0000000000,0.0000000000
"4288",629.2000122100,2021/10/07 16:35:38.000,-3.7493935972,40.4330885410,629.2000122100,0.0000000000
"4289",629.2000122100,2021/10/07 16:35:39.000,-3.7494301423,40.4330871160,629.2000122100,0.0000000000
"4290",629.4000244100,2021/10/07 16:35:40.000,-3.7494676933,40.4330865290,629.4000244100,0.0000000000
"4291",629.5999755900,2021/10/07 16:35:41.000,-3.7495043222,40.4330861100,629.5999755900,0.0000000000
"4292",629.5999755900,2021/10/07 16:35:42.000,-3.7495378498,40.4330870320,629.5999755900,0.0000000000
"4293",629.7999877900,2021/10/07 16:35:43.000,-3.7495748140,40.4330835120,629.7999877900,0.0000000000
"4294",629.7999877900,2021/10/07 16:35:44.000,-3.7496152986,40.4330770580,629.7999877900,0.0000000000
"4295",630.0000000000,2021/10/07 16:35:45.000,-3.7496572919,40.4330731180,630.0000000000,0.0000000000
"4296",630.0000000000,2021/10/07 16:35:46.000,-3.7497017998,40.4330708550,630.0000000000,0.0000000000
"4297",630.2000122100,2021/10/07 16:35:47.000,-3.7497471459,40.4330680890,630.2000122100,0.0000000000
"4298",630.2000122100,2021/10/07 16:35:48.000,-3.7497919053,40.4330627250,630.2000122100,0.0000000000
"4299",630.2000122100,2021/10/07 16:35:49.000,-3.7498385087,40.4330591210,630.2000122100,0.0000000000
"4300",630.2000122100,2021/10/07 16:35:50.000,-3.7498849444,40.4330577790,630.2000122100,0.0000000000
"4301",630.2000122100,2021/10/07 16:35:51.000,-3.7499343976,40.4330561870,630.2000122100,0.0000000000
"4302",630.2000122100,2021/10/07 16:35:52.000,-3.7499809172,40.4330544270,630.2000122100,0.0000000000
"4303",630.2000122100,2021/10/07 16:35:53.000,-3.7500254251,40.4330538400,630.2000122100,0.0000000000
"4304",630.4000244100,2021/10/07 16:35:55.000,-3.7501167879,40.4330504030,630.4000244100,0.0000000000
"4305",630.7999877900,2021/10/07 16:35:57.000,-3.7502012774,40.4330394230,630.7999877900,0.0000000000
"4306",631.4000244100,2021/10/07 16:36:00.000,-3.7503374834,40.4330262630,631.4000244100,0.0000000000
"4307",629.5999755900,2021/10/07 16:36:01.000,-3.7503793091,40.4330250060,629.5999755900,0.0000000000
"4308",629.5999755900,2021/10/07 16:36:02.000,-3.7504227273,40.4330240000,629.5999755900,0.0000000000
"4309",629.5999755900,2021/10/07 16:36:03.000,-3.7504674029,40.4330198930,629.5999755900,0.0000000000
"4310",629.5999755900,2021/10/07 16:36:04.000,-3.7505083065,40.4330158700,629.5999755900,0.0000000000
"4311",629.5999755900,2021/10/07 16:36:05.000,-3.7505492102,40.4330126010,629.5999755900,0.0000000000
"4312",629.7999877900,2021/10/07 16:36:06.000,-3.7505920418,40.4330108410,629.7999877900,0.0000000000
"4313",629.7999877900,2021/10/07 16:36:07.000,-3.7506331131,40.4330122660,629.7999877900,0.0000000000
"4314",629.7999877900,2021/10/07 16:36:10.000,-3.7507565785,40.4330141100,629.7999877900,0.0000000000
"4315",629.7999877900,2021/10/07 16:36:11.000,-3.7507964764,40.4330178820,629.7999877900,0.0000000000
"4316",630.0000000000,2021/10/07 16:36:12.000,-3.7508367095,40.4330209830,630.0000000000,0.0000000000
"4317",630.0000000000,2021/10/07 16:36:13.000,-3.7508725002,40.4330223240,630.0000000000,0.0000000000
"4318",630.0000000000,2021/10/07 16:36:14.000,-3.7509072851,40.4330267660,630.0000000000,0.0000000000
"4319",630.0000000000,2021/10/07 16:36:15.000,-3.7509454228,40.4330286100,630.0000000000,0.0000000000
"4320",630.2000122100,2021/10/07 16:36:16.000,-3.7509829737,40.4330286940,630.2000122100,0.0000000000
"4321",630.2000122100,2021/10/07 16:36:17.000,-3.7510196865,40.4330302870,630.2000122100,0.0000000000
"4322",630.2000122100,2021/10/07 16:36:18.000,-3.7510550581,40.4330325500,630.2000122100,0.0000000000
"4323",630.2000122100,2021/10/07 16:36:19.000,-3.7510922737,40.4330351480,630.2000122100,0.0000000000
"4324",630.5999755900,2021/10/07 16:36:20.000,-3.7511287350,40.4330385850,630.5999755900,0.0000000000
"4325",630.7999877900,2021/10/07 16:36:21.000,-3.7511661183,40.4330439490,630.7999877900,0.0000000000
"4326",630.7999877900,2021/10/07 16:36:22.000,-3.7512064353,40.4330503200,630.7999877900,0.0000000000
"4327",631.0000000000,2021/10/07 16:36:25.000,-3.7513245363,40.4330607970,631.0000000000,0.0000000000
"4328",631.2000122100,2021/10/07 16:36:26.000,-3.7513633445,40.4330622220,631.2000122100,0.0000000000
"4329",631.7999877900,2021/10/07 16:36:29.000,-3.7514411286,40.4330628090,631.7999877900,0.0000000000
"4330",632.4000244100,2021/10/07 16:36:34.000,-3.7516646739,40.4330919780,632.4000244100,0.0000000000
"4331",633.2000122100,2021/10/07 16:36:38.000,-3.7518228404,40.4330914750,633.2000122100,0.0000000000
"4332",633.4000244100,2021/10/07 16:36:40.000,-3.7518984452,40.4330957490,633.4000244100,0.0000000000
"4333",633.4000244100,2021/10/07 16:36:41.000,-3.7519322243,40.4330972580,633.4000244100,0.0000000000
"4334",633.5999755900,2021/10/07 16:36:42.000,-3.7519660871,40.4330977610,633.5999755900,0.0000000000
"4335",633.5999755900,2021/10/07 16:36:43.000,-3.7520037219,40.4330971740,633.5999755900,0.0000000000
"4336",633.7999877900,2021/10/07 16:36:44.000,-3.7520410214,40.4331010300,633.7999877900,0.0000000000
"4337",633.7999877900,2021/10/07 16:36:45.000,-3.7520760577,40.4331045500,633.7999877900,0.0000000000
"4338",634.0000000000,2021/10/07 16:36:46.000,-3.7521143630,40.4331017010,634.0000000000,0.0000000000
"4339",633.7999877900,2021/10/07 16:36:47.000,-3.7521528360,40.4331017010,633.7999877900,0.0000000000
"4340",634.0000000000,2021/10/07 16:36:48.000,-3.7521919794,40.4330985150,634.0000000000,0.0000000000
"4341",634.2000122100,2021/10/07 16:36:49.000,-3.7522329669,40.4330991020,634.2000122100,0.0000000000
"4342",634.4000244100,2021/10/07 16:36:50.000,-3.7522796541,40.4331021200,634.4000244100,0.0000000000
"4343",634.4000244100,2021/10/07 16:36:51.000,-3.7523108348,40.4331014490,634.4000244100,0.0000000000
"4344",634.5999755900,2021/10/07 16:36:52.000,-3.7523484696,40.4330991020,634.5999755900,0.0000000000
"4345",634.5999755900,2021/10/07 16:36:53.000,-3.7523850147,40.4330978450,634.5999755900,0.0000000000
"4346",634.5999755900,2021/10/07 16:36:54.000,-3.7524186261,40.4330993540,634.5999755900,0.0000000000
"4347",634.7999877900,2021/10/07 16:36:55.000,-3.7524525728,40.4330984320,634.7999877900,0.0000000000
"4348",635.0000000000,2021/10/07 16:36:56.000,-3.7524902076,40.4330970910,635.0000000000,0.0000000000
"4349",635.4000244100,2021/10/07 16:36:57.000,-3.7525280938,40.4330964200,635.4000244100,0.0000000000
"4350",635.4000244100,2021/10/07 16:36:58.000,-3.7525684945,40.4330945760,635.4000244100,0.0000000000
"4351",635.4000244100,2021/10/07 16:36:59.000,-3.7526023574,40.4330910560,635.4000244100,0.0000000000
"4352",635.4000244100,2021/10/07 16:37:00.000,-3.7526023574,40.4330910560,635.4000244100,0.0000000000
"4353",635.4000244100,2021/10/07 16:37:01.000,-3.7526749447,40.4330936540,635.4000244100,0.0000000000
"4354",635.4000244100,2021/10/07 16:37:02.000,-3.7527109869,40.4330934030,635.4000244100,0.0000000000
"4355",635.4000244100,2021/10/07 16:37:03.000,-3.7527109869,40.4330934030,635.4000244100,0.0000000000
"4356",635.7999877900,2021/10/07 16:37:04.000,-3.7527819816,40.4330954140,635.7999877900,0.0000000000
"4357",635.7999877900,2021/10/07 16:37:05.000,-3.7528157607,40.4330934030,635.7999877900,0.0000000000
"4358",635.7999877900,2021/10/07 16:37:06.000,-3.7528500427,40.4330908040,635.7999877900,0.0000000000
"4359",635.7999877900,2021/10/07 16:37:07.000,-3.7528850790,40.4330869480,635.7999877900,0.0000000000
"4360",636.0000000000,2021/10/07 16:37:08.000,-3.7529158406,40.4330863620,636.0000000000,0.0000000000
"4361",636.0000000000,2021/10/07 16:37:09.000,-3.7529473566,40.4330893790,636.0000000000,0.0000000000
"4362",636.2000122100,2021/10/07 16:37:10.000,-3.7529795431,40.4330923130,636.2000122100,0.0000000000
"4363",636.2000122100,2021/10/07 16:37:11.000,-3.7530154176,40.4330923970,636.2000122100,0.0000000000
"4364",636.4000244100,2021/10/07 16:37:12.000,-3.7530517112,40.4330903010,636.4000244100,0.0000000000
"4365",636.5999755900,2021/10/07 16:37:17.000,-3.7532217801,40.4330801590,636.5999755900,0.0000000000
"4366",637.2000122100,2021/10/07 16:37:20.000,-3.7533348519,40.4330735370,637.2000122100,0.0000000000
"4367",638.5999755900,2021/10/07 16:37:21.000,-3.7533697207,40.4330727830,638.5999755900,0.0000000000
"4368",638.5999755900,2021/10/07 16:37:22.000,-3.7534060981,40.4330697660,638.5999755900,0.0000000000
"4369",638.5999755900,2021/10/07 16:37:23.000,-3.7534407992,40.4330644850,638.5999755900,0.0000000000
"4370",638.5999755900,2021/10/07 16:37:24.000,-3.7534737401,40.4330602940,638.5999755900,0.0000000000
"4371",638.7999877900,2021/10/07 16:37:25.000,-3.7535079382,40.4330551810,638.7999877900,0.0000000000
"4372",638.7999877900,2021/10/07 16:37:26.000,-3.7535446510,40.4330534210,638.7999877900,0.0000000000
"4373",638.7999877900,2021/10/07 16:37:27.000,-3.7535811961,40.4330514090,638.7999877900,0.0000000000
"4374",639.0000000000,2021/10/07 16:37:28.000,-3.7536179088,40.4330489780,639.0000000000,0.0000000000
"4375",640.4000244100,2021/10/07 16:37:29.000,-3.7536520232,40.4330462120,640.4000244100,0.0000000000
"4376",640.4000244100,2021/10/07 16:37:30.000,-3.7536878139,40.4330416860,640.4000244100,0.0000000000
"4377",640.4000244100,2021/10/07 16:37:31.000,-3.7537232693,40.4330380820,640.4000244100,0.0000000000
"4378",640.4000244100,2021/10/07 16:37:32.000,-3.7537600659,40.4330342260,640.4000244100,0.0000000000
"4379",640.2000122100,2021/10/07 16:37:33.000,-3.7537967786,40.4330297000,640.2000122100,0.0000000000
"4380",639.7999877900,2021/10/07 16:37:34.000,-3.7538311444,40.4330286100,639.7999877900,0.0000000000
"4381",639.7999877900,2021/10/07 16:37:35.000,-3.7538636662,40.4330275210,639.7999877900,0.0000000000
"4382",639.7999877900,2021/10/07 16:37:36.000,-3.7538971938,40.4330265990,639.7999877900,0.0000000000
"4383",639.7999877900,2021/10/07 16:37:37.000,-3.7539336551,40.4330245870,639.7999877900,0.0000000000
"4384",639.7999877900,2021/10/07 16:37:38.000,-3.7539728824,40.4330223240,639.7999877900,0.0000000000
"4385",639.7999877900,2021/10/07 16:37:39.000,-3.7540111039,40.4330215700,639.7999877900,0.0000000000
"4386",640.4000244100,2021/10/07 16:37:40.000,-3.7540472299,40.4330170430,640.4000244100,0.0000000000
"4387",640.4000244100,2021/10/07 16:37:41.000,-3.7540838588,40.4330141940,640.4000244100,0.0000000000
"4388",640.4000244100,2021/10/07 16:37:42.000,-3.7541216612,40.4330125170,640.4000244100,0.0000000000
"4389",640.5999755900,2021/10/07 16:37:43.000,-3.7541630678,40.4330093320,640.5999755900,0.0000000000
"4390",640.5999755900,2021/10/07 16:37:44.000,-3.7542022113,40.4330048900,640.5999755900,0.0000000000
"4391",640.7999877900,2021/10/07 16:37:45.000,-3.7542390916,40.4330056440,640.7999877900,0.0000000000
"4392",640.7999877900,2021/10/07 16:37:46.000,-3.7542761397,40.4330064820,640.7999877900,0.0000000000
"4393",640.7999877900,2021/10/07 16:37:47.000,-3.7543126009,40.4330074880,640.7999877900,0.0000000000
"4394",640.7999877900,2021/10/07 16:37:48.000,-3.7543476373,40.4330094160,640.7999877900,0.0000000000
"4395",640.7999877900,2021/10/07 16:37:49.000,-3.7543816678,40.4330121820,640.7999877900,0.0000000000
"4396",640.7999877900,2021/10/07 16:37:50.000,-3.7544203922,40.4330185520,640.7999877900,0.0000000000
"4397",641.0000000000,2021/10/07 16:37:54.000,-3.7545633875,40.4330249220,641.0000000000,0.0000000000
"4398",641.2000122100,2021/10/07 16:37:55.000,-3.7545935623,40.4330320470,641.2000122100,0.0000000000
"4399",641.4000244100,2021/10/07 16:37:56.000,-3.7546268385,40.4330377470,641.4000244100,0.0000000000
"4400",641.5999755900,2021/10/07 16:37:59.000,-3.7547404133,40.4330626410,641.5999755900,0.0000000000
"4401",641.7999877900,2021/10/07 16:38:00.000,-3.7547724321,40.4330686760,641.7999877900,0.0000000000
"4402",641.7999877900,2021/10/07 16:38:01.000,-3.7548062950,40.4330736210,641.7999877900,0.0000000000
"4403",642.0000000000,2021/10/07 16:38:02.000,-3.7548414990,40.4330768060,642.0000000000,0.0000000000
"4404",642.0000000000,2021/10/07 16:38:03.000,-3.7548761163,40.4330809130,642.0000000000,0.0000000000
"4405",642.2000122100,2021/10/07 16:38:05.000,-3.7549392320,40.4330868650,642.2000122100,0.0000000000
"4406",642.4000244100,2021/10/07 16:38:08.000,-3.7550344504,40.4330995210,642.4000244100,0.0000000000
"4407",642.7999877900,2021/10/07 16:38:09.000,-3.7550678104,40.4331072330,642.7999877900,0.0000000000
